pixart_path_length_standardized_coef_mean,pixart_path_length_standardized_coef_sd,transfer_pixart_to_amused_full_panel,transfer_pixart_to_amused_no_path_length,transfer_pixart_to_amused_no_trajectory
0.061218334674697374,0.050765071316734904,0.9486388888888889,0.9495000000000001,0.9765
