generator,content_id,label,path_length_observed,path_length_predicted_from_vae,path_length_residual_vs_vae
sd15,coco2014_COCO_val2014_000000482242,1,0.6873457608971473,0.7166919595530195,-0.02934619865587218
sd15,coco2014_COCO_val2014_000000061897,0,0.6116889001367881,0.6243463767506494,-0.012657476613861296
sd15,coco2014_COCO_val2014_000000061897,1,0.6241334867315448,0.6365277811578971,-0.012394294426352315
sd15,coco2014_COCO_val2014_000000263073,0,0.9588317967058173,0.6572284268726591,0.30160336983315816
sd15,coco2014_COCO_val2014_000000263073,1,0.6191602598846109,0.5775139724322053,0.04164628745240562
sd15,coco2014_COCO_val2014_000000275751,0,0.6821946293031069,0.6348915839490752,0.047303045354031736
sd15,coco2014_COCO_val2014_000000275751,1,0.6755413993552932,0.6479122549436878,0.027629144411605466
sd15,coco2014_COCO_val2014_000000112820,0,0.5654007202725201,0.6212073512274886,-0.05580663095496852
sd15,coco2014_COCO_val2014_000000112820,1,0.695998770839172,0.6321179682509446,0.06388080258822748
sd15,coco2014_COCO_val2014_000000492271,0,0.5678016194893594,0.6403059618996036,-0.07250434241024428
sd15,coco2014_COCO_val2014_000000492271,1,0.6326962947274342,0.6539879550390992,-0.021291660311665073
sd15,coco2014_COCO_val2014_000000097967,0,0.6710869036042993,0.6507068806238354,0.02038002298046393
sd15,coco2014_COCO_val2014_000000097967,1,0.6034583568443118,0.6954977889903654,-0.09203943214605359
sd15,coco2014_COCO_val2014_000000064779,0,0.8025673698296972,0.6691119556023889,0.13345541422730833
sd15,coco2014_COCO_val2014_000000064779,1,0.6031226224782984,0.6435588702551899,-0.040436247776891476
sd15,coco2014_COCO_val2014_000000532983,0,0.6311421575767583,0.6321042706163269,-0.0009621130395686128
sd15,coco2014_COCO_val2014_000000532983,1,0.5630825454033089,0.6587357394154634,-0.09565319401215444
sd15,coco2014_COCO_val2014_000000454478,0,0.7089631485142713,0.6437135175139128,0.06524963100035852
sd15,coco2014_COCO_val2014_000000454478,1,0.6997065623791586,0.720261264900879,-0.020554702521720425
sd15,coco2014_COCO_val2014_000000241867,0,0.6939611670782369,0.6581176193593762,0.03584354771886067
sd15,coco2014_COCO_val2014_000000241867,1,0.6171771420563714,0.660037044234227,-0.042859902177855624
sd15,coco2014_COCO_val2014_000000172279,0,0.6567752767387489,0.610905676856578,0.045869599882170875
sd15,coco2014_COCO_val2014_000000172279,1,0.6268781613682446,0.6180509702361917,0.00882719113205288
sd15,coco2014_COCO_val2014_000000417373,0,0.5948603082569871,0.6401255550937883,-0.04526524683680122
sd15,coco2014_COCO_val2014_000000417373,1,0.6169229309607382,0.6683820204377292,-0.05145908947699096
sd15,coco2014_COCO_val2014_000000249534,0,0.6758249223701364,0.675085403409679,0.0007395189604573194
sd15,coco2014_COCO_val2014_000000249534,1,0.7226044550300115,0.6903282828700604,0.032276172159951044
sd15,coco2014_COCO_val2014_000000078176,0,0.6935188171956819,0.6682611734592646,0.025257643736417257
sd15,coco2014_COCO_val2014_000000078176,1,0.548814981049596,0.6338928213174949,-0.08507784026789889
sd15,coco2014_COCO_val2014_000000371529,0,0.6156987613408327,0.6629677877571212,-0.047269026416288495
sd15,coco2014_COCO_val2014_000000371529,1,0.5911461341234338,0.6907814636285098,-0.09963532950507603
sd15,coco2014_COCO_val2014_000000389869,0,0.6422184678375847,0.612652872146867,0.029565595690717705
sd15,coco2014_COCO_val2014_000000389869,1,0.6075161339259173,0.6427620493048711,-0.03524591537895383
sd15,coco2014_COCO_val2014_000000074591,0,0.5630752563887815,0.6242011313342186,-0.061125874945437086
sd15,coco2014_COCO_val2014_000000074591,1,0.6822138997998415,0.6443163564659942,0.03789754333384732
sd15,coco2014_COCO_val2014_000000468778,0,0.5731117159814577,0.6450211384927024,-0.07190942251124466
sd15,coco2014_COCO_val2014_000000468778,1,0.5956343142097468,0.6516263261680916,-0.0559920119583448
sd15,coco2014_COCO_val2014_000000218855,0,0.5591097655445962,0.6443355542786182,-0.08522578873402198
sd15,coco2014_COCO_val2014_000000218855,1,0.5479991137955584,0.6599115716456339,-0.11191245785007542
sd15,coco2014_COCO_val2014_000000556130,0,0.6249823332626027,0.6115147681973946,0.013467565065208076
sd15,coco2014_COCO_val2014_000000556130,1,0.7359415940941754,0.7026562029575798,0.033285391136595566
sd15,coco2014_COCO_val2014_000000040102,0,0.5866515707596895,0.554101954929371,0.03254961583031857
sd15,coco2014_COCO_val2014_000000040102,1,0.6595478999711124,0.6717292276312821,-0.01218132766016966
sd15,coco2014_COCO_val2014_000000341118,0,0.6163384594083888,0.6320749017459101,-0.01573644233752125
sd15,coco2014_COCO_val2014_000000341118,1,0.6734876531667011,0.7086980623614977,-0.035210409194796566
sd15,coco2014_COCO_val2014_000000228722,0,0.6549276564871717,0.6517403811359946,0.0031872753511770213
sd15,coco2014_COCO_val2014_000000228722,1,0.6937223443283409,0.709369687086317,-0.01564734275797608
sd15,coco2014_COCO_val2014_000000579673,0,0.7514042187107063,0.6846152887886179,0.0667889299220884
sd15,coco2014_COCO_val2014_000000579673,1,0.6191667056170131,0.644791514341658,-0.0256248087246449
sd15,coco2014_COCO_val2014_000000508167,0,0.7220093078821712,0.6901903512960481,0.031818956586123104
sd15,coco2014_COCO_val2014_000000508167,1,0.6585137494033843,0.6982574364244745,-0.03974368702109021
sd15,coco2014_COCO_val2014_000000377427,0,0.6594211974361568,0.6441790553025268,0.015242142133629955
sd15,coco2014_COCO_val2014_000000377427,1,0.6852192507279655,0.6675398805718326,0.017679370156132967
sd15,coco2014_COCO_val2014_000000293452,0,0.56521871271075,0.6195005324233203,-0.05428181971257029
sd15,coco2014_COCO_val2014_000000293452,1,0.5622568242006003,0.5946901605543192,-0.03243333635371892
sd15,coco2014_COCO_val2014_000000176606,0,0.6357149671428753,0.5972945251996256,0.03842044194324978
sd15,coco2014_COCO_val2014_000000176606,1,0.604098032327886,0.6037439994148327,0.00035403291305324824
sd15,coco2014_COCO_val2014_000000158250,0,0.6948933262518107,0.679169604259519,0.01572372199229166
sd15,coco2014_COCO_val2014_000000158250,1,0.6213419231903445,0.6434920467500723,-0.022150123559727786
sd15,coco2014_COCO_val2014_000000194780,0,0.8505100072263064,0.6835885304304467,0.16692147679585978
sd15,coco2014_COCO_val2014_000000194780,1,0.6277087124156653,0.6781664165611144,-0.050457704145449145
sd15,coco2014_COCO_val2014_000000389308,0,0.7229370719401177,0.6720218328510256,0.050915239089092124
sd15,coco2014_COCO_val2014_000000389308,1,0.6208580870799071,0.6562961933033581,-0.035438106223451005
sd15,coco2014_COCO_val2014_000000172553,0,0.6782862751091099,0.6695820722478347,0.008704202861275157
sd15,coco2014_COCO_val2014_000000172553,1,0.5975982555958292,0.623419620786021,-0.025821365190191736
sd15,coco2014_COCO_val2014_000000500316,0,0.6580579554975293,0.606050661054321,0.052007294443208285
sd15,coco2014_COCO_val2014_000000500316,1,0.6768320030658659,0.6321501808748685,0.04468182219099737
sd15,coco2014_COCO_val2014_000000438505,0,0.7050186397963027,0.6618050511172406,0.04321358867906211
sd15,coco2014_COCO_val2014_000000438505,1,0.7082269025363273,0.6748423685189515,0.03338453401737573
sd15,coco2014_COCO_val2014_000000079446,0,0.6904294059037877,0.6603567909563178,0.030072614947469822
sd15,coco2014_COCO_val2014_000000079446,1,0.6117870369388395,0.6873871273271781,-0.07560009038833859
sd15,coco2014_COCO_val2014_000000279806,0,0.8224671844678841,0.6904637308638186,0.1320034536040655
sd15,coco2014_COCO_val2014_000000279806,1,0.5695602377668499,0.6256635115420142,-0.05610327377516422
sd15,coco2014_COCO_val2014_000000289714,0,0.7352957801648308,0.5945882410893137,0.14070753907551703
sd15,coco2014_COCO_val2014_000000289714,1,0.6299911812906039,0.6922251602837457,-0.06223397899314176
sd15,coco2014_COCO_val2014_000000092624,0,0.573891319625847,0.5396644257506716,0.03422689387517541
sd15,coco2014_COCO_val2014_000000092624,1,0.5924326118338243,0.650260506547477,-0.05782789471365268
sd15,coco2014_COCO_val2014_000000417339,0,0.7220102696407937,0.6458716602922143,0.07613860934857941
sd15,coco2014_COCO_val2014_000000417339,1,0.621850004576782,0.5687032017691442,0.05314680280763773
sd15,coco2014_COCO_val2014_000000059532,0,0.5873272493889421,0.6168098820415148,-0.02948263265257267
sd15,coco2014_COCO_val2014_000000059532,1,0.6424681158550073,0.6588832966497096,-0.016415180794702278
sd15,coco2014_COCO_val2014_000000262576,0,0.7493546368062804,0.6528393447180185,0.09651529208826193
sd15,coco2014_COCO_val2014_000000262576,1,0.6736118146458747,0.666228792334713,0.007383022311161724
sd15,coco2014_COCO_val2014_000000304305,0,0.7813312504751244,0.6517401661861164,0.129591084289008
sd15,coco2014_COCO_val2014_000000304305,1,0.7111103373221311,0.6616840812629317,0.04942625605919948
sd15,coco2014_COCO_val2014_000000068257,0,0.5881027408343156,0.6644915081047921,-0.0763887672704765
sd15,coco2014_COCO_val2014_000000068257,1,0.6646083623969169,0.6829625341868237,-0.018354171789906837
sd15,coco2014_COCO_val2014_000000100510,0,0.5598261753935629,0.5967493870550558,-0.036923211661492816
sd15,coco2014_COCO_val2014_000000100510,1,0.574447565755006,0.6491334877687535,-0.07468592201374746
sd15,coco2014_COCO_val2014_000000397628,0,0.6886853861283015,0.673184550717475,0.015500835410826586
sd15,coco2014_COCO_val2014_000000397628,1,0.5870229086060004,0.6381714207854196,-0.05114851217941918
sd15,coco2014_COCO_val2014_000000328818,0,0.5707127335233007,0.6269725940497499,-0.05625986052644927
sd15,coco2014_COCO_val2014_000000328818,1,0.5787136029866442,0.6395509679778424,-0.060837364991198184
sdxl,coco2014_COCO_val2014_000000313399,0,0.7832952504615739,0.6624919680505881,0.12080328241098581
sdxl,coco2014_COCO_val2014_000000396676,0,0.5626144992785118,0.6220288983428126,-0.059414399064300794
sdxl,coco2014_COCO_val2014_000000068005,0,0.7006578101638927,0.6528650497524726,0.04779276041142011
sdxl,coco2014_COCO_val2014_000000025138,0,0.6097388197404313,0.6530417277992645,-0.04330290805883319
sdxl,coco2014_COCO_val2014_000000087581,0,0.5989584766177456,0.6380047145710783,-0.03904623795333273
sdxl,coco2014_COCO_val2014_000000523517,0,0.5946628866969766,0.6319117281266668,-0.037248841429690205
sdxl,coco2014_COCO_val2014_000000107839,0,0.8690237781915927,0.6698067781331274,0.19921700005846532
sdxl,coco2014_COCO_val2014_000000125997,0,0.6709812824496445,0.6570453188915454,0.013935963558099118
sdxl,coco2014_COCO_val2014_000000304964,0,0.6227175803734228,0.6564178594259342,-0.033700279052511384
sdxl,coco2014_COCO_val2014_000000474465,0,0.5847021985301841,0.6328975880578732,-0.04819538952768909
sdxl,coco2014_COCO_val2014_000000214363,0,0.5279173100020635,0.6425049329995269,-0.11458762299746339
sdxl,coco2014_COCO_val2014_000000207239,0,0.6684098104258578,0.6616008693328227,0.006808941093035092
sdxl,coco2014_COCO_val2014_000000552979,0,0.8644167247671953,0.6304209866412251,0.2339957381259702
sdxl,coco2014_COCO_val2014_000000482242,0,0.5785316928604066,0.6320512942726557,-0.053519601412249096
sdxl,coco2014_COCO_val2014_000000061897,0,0.6116889001367881,0.628102950736445,-0.016414050599656838
sdxl,coco2014_COCO_val2014_000000263073,0,0.9588317967058173,0.6562228478620756,0.3026089488437417
sdxl,coco2014_COCO_val2014_000000275751,0,0.6821946293031069,0.6241981932204641,0.05799643608264282
sdxl,coco2014_COCO_val2014_000000112820,0,0.5654007202725201,0.6277698802746673,-0.062369160002147206
sdxl,coco2014_COCO_val2014_000000492271,0,0.5678016194893594,0.6378643701565958,-0.07006275066723644
sdxl,coco2014_COCO_val2014_000000097967,0,0.6710869036042993,0.6450299272432104,0.026056976361088946
sdxl,coco2014_COCO_val2014_000000064779,0,0.8025673698296972,0.6432101380935563,0.15935723173614091
sdxl,coco2014_COCO_val2014_000000532983,0,0.6311421575767583,0.6215132207960361,0.009628936780722186
sdxl,coco2014_COCO_val2014_000000454478,0,0.7089631485142713,0.6443969255258822,0.0645662229883891
sdxl,coco2014_COCO_val2014_000000241867,0,0.6939611670782369,0.6476707375868197,0.04629042949141715
sdxl,coco2014_COCO_val2014_000000172279,0,0.6567752767387489,0.6000226143967555,0.05675266234199339
sdxl,coco2014_COCO_val2014_000000417373,0,0.5948603082569871,0.635107709211935,-0.04024740095494794
sdxl,coco2014_COCO_val2014_000000249534,0,0.6758249223701364,0.659796499178763,0.01602842319137332
sdxl,coco2014_COCO_val2014_000000078176,0,0.6935188171956819,0.6449493028926506,0.04856951430303125
sdxl,coco2014_COCO_val2014_000000371529,0,0.6156987613408327,0.651450609245549,-0.035751847904716305
sdxl,coco2014_COCO_val2014_000000389869,0,0.6422184678375847,0.6209323319035007,0.021286135934084016
sdxl,coco2014_COCO_val2014_000000074591,0,0.5630752563887815,0.6357183668547314,-0.07264311046594985
sdxl,coco2014_COCO_val2014_000000468778,0,0.5731117159814577,0.6384031291772904,-0.06529141319583265
sdxl,coco2014_COCO_val2014_000000218855,0,0.5591097655445962,0.6378598058182388,-0.07875004027364252
sdxl,coco2014_COCO_val2014_000000556130,0,0.6249823332626027,0.6183029199952726,0.006679413267330014
sdxl,coco2014_COCO_val2014_000000040102,0,0.5866515707596895,0.5689995611246083,0.01765200963508129
sdxl,coco2014_COCO_val2014_000000341118,0,0.6163384594083888,0.6546208442173052,-0.038282384808916325
sdxl,coco2014_COCO_val2014_000000228722,0,0.6549276564871717,0.6401428188006628,0.014784837686508845
sdxl,coco2014_COCO_val2014_000000579673,0,0.7514042187107063,0.6656445534241004,0.08575966528660584
sdxl,coco2014_COCO_val2014_000000508167,0,0.7220093078821712,0.6800620854466644,0.04194722243550686
sdxl,coco2014_COCO_val2014_000000377427,0,0.6594211974361568,0.6358885919877778,0.023532605448378985
sdxl,coco2014_COCO_val2014_000000293452,0,0.56521871271075,0.6322504745955021,-0.06703176188475213
sdxl,coco2014_COCO_val2014_000000176606,0,0.6357149671428753,0.6072919486990191,0.028423018443856196
sdxl,coco2014_COCO_val2014_000000158250,0,0.6948933262518107,0.6616169500028282,0.0332763762489825
sdxl,coco2014_COCO_val2014_000000194780,0,0.8505100072263064,0.6644800061915912,0.18603000103471523
sdxl,coco2014_COCO_val2014_000000389308,0,0.7229370719401177,0.6583569099690496,0.06458016197106808
sdxl,coco2014_COCO_val2014_000000172553,0,0.6782862751091099,0.6454890515369343,0.03279722357217563
sdxl,coco2014_COCO_val2014_000000500316,0,0.6580579554975293,0.6193736772857683,0.038684278211761014
sdxl,coco2014_COCO_val2014_000000438505,0,0.7050186397963027,0.6550105664128898,0.050008073383412954
sdxl,coco2014_COCO_val2014_000000079446,0,0.6904294059037877,0.6556030088442015,0.03482639705958612
sdxl,coco2014_COCO_val2014_000000279806,0,0.8224671844678841,0.6543270197753105,0.16814016469257365
sdxl,coco2014_COCO_val2014_000000289714,0,0.7352957801648308,0.5926061516305451,0.14268962853428568
sdxl,coco2014_COCO_val2014_000000092624,0,0.573891319625847,0.5268908802654106,0.04700043936043641
sdxl,coco2014_COCO_val2014_000000417339,0,0.7220102696407937,0.6358020436300529,0.08620822601074085
sdxl,coco2014_COCO_val2014_000000059532,0,0.5873272493889421,0.604730620953819,-0.017403371564876924
sdxl,coco2014_COCO_val2014_000000262576,0,0.7493546368062804,0.6567039917704834,0.09265064503579701
sdxl,coco2014_COCO_val2014_000000304305,0,0.7813312504751244,0.6476520712933523,0.13367917918177208
sdxl,coco2014_COCO_val2014_000000068257,0,0.5881027408343156,0.6509629544353905,-0.06286021360107497
sdxl,coco2014_COCO_val2014_000000100510,0,0.5598261753935629,0.6228932804799336,-0.0630671050863707
sdxl,coco2014_COCO_val2014_000000397628,0,0.6886853861283015,0.6549996139698633,0.033685772158438265
sdxl,coco2014_COCO_val2014_000000328818,0,0.5707127335233007,0.6257407766417814,-0.05502804311848075
sdxl,coco2014_COCO_val2014_000000025138,1,0.6727885856115041,0.677631161907631,-0.004842576296126833
sdxl,coco2014_COCO_val2014_000000040102,1,0.6744260874364284,0.6460057785195932,0.028420308916835224
sdxl,coco2014_COCO_val2014_000000059532,1,0.7183744568434652,0.6398225672753558,0.07855188956810943
sdxl,coco2014_COCO_val2014_000000061897,1,0.6725037797784853,0.6547197539703454,0.01778402580813987
sdxl,coco2014_COCO_val2014_000000064779,1,0.5920951388675088,0.6532264839658178,-0.06113134509830909
sdxl,coco2014_COCO_val2014_000000068005,1,0.6345447933321586,0.6563229361451698,-0.02177814281301116
sdxl,coco2014_COCO_val2014_000000068257,1,0.6183729189678786,0.668904499484477,-0.05053158051659845
sdxl,coco2014_COCO_val2014_000000074591,1,0.6005441020816897,0.6589377070090272,-0.05839360492733747
sdxl,coco2014_COCO_val2014_000000078176,1,0.602535953428141,0.6272581117531714,-0.02472215832503033
sdxl,coco2014_COCO_val2014_000000079446,1,0.5961980346962508,0.6709712856796184,-0.07477325098336762
sdxl,coco2014_COCO_val2014_000000087581,1,0.6532232626894865,0.6459137113464684,0.007309551343018139
sdxl,coco2014_COCO_val2014_000000092624,1,0.5735142330890154,0.6241532924456445,-0.05063905935662916
sdxl,coco2014_COCO_val2014_000000097967,1,0.6415977373288152,0.6516687342223413,-0.010070996893526085
sdxl,coco2014_COCO_val2014_000000100510,1,0.5920177132462343,0.6408800699392186,-0.04886235669298433
sdxl,coco2014_COCO_val2014_000000107839,1,0.7141808502806237,0.6734488857701701,0.04073196451045358
sdxl,coco2014_COCO_val2014_000000112820,1,0.634926876005967,0.6622014362006422,-0.027274560194675224
sdxl,coco2014_COCO_val2014_000000125997,1,0.6123066905806707,0.6699490228572552,-0.05764233227658455
sdxl,coco2014_COCO_val2014_000000158250,1,0.7319262548432892,0.675343120352526,0.05658313449076324
sdxl,coco2014_COCO_val2014_000000172279,1,0.5978841892469088,0.6377632535490265,-0.03987906430211774
sdxl,coco2014_COCO_val2014_000000172553,1,0.6959013900311264,0.6541777695917744,0.04172362043935196
sdxl,coco2014_COCO_val2014_000000176606,1,0.5820996873849983,0.6447009883199875,-0.06260130093498917
sdxl,coco2014_COCO_val2014_000000194780,1,0.6732389848281399,0.6657353923361744,0.007503592491965527
sdxl,coco2014_COCO_val2014_000000207239,1,0.6097306808154892,0.678967405114412,-0.0692367242989228
sdxl,coco2014_COCO_val2014_000000214363,1,0.5690481539448937,0.6665722661747783,-0.09752411222988455
sdxl,coco2014_COCO_val2014_000000218855,1,0.588266992539903,0.661119175272934,-0.07285218273303096
sdxl,coco2014_COCO_val2014_000000228722,1,0.5996731161388202,0.672455142937453,-0.07278202679863277
sdxl,coco2014_COCO_val2014_000000241867,1,0.5869476126662919,0.6580734448703034,-0.07112583220401147
sdxl,coco2014_COCO_val2014_000000249534,1,0.6696523067659684,0.6663887092180406,0.003263597547927821
sdxl,coco2014_COCO_val2014_000000262576,1,0.6914386640634911,0.677844644198089,0.013594019865402096
sdxl,coco2014_COCO_val2014_000000263073,1,0.7184966114688818,0.6699868386842656,0.04850977278461621
sdxl,coco2014_COCO_val2014_000000275751,1,0.5791095255503211,0.6574943746518404,-0.07838484910151922
sdxl,coco2014_COCO_val2014_000000279806,1,0.6457783155330487,0.6523653110299941,-0.006586995496945414
sdxl,coco2014_COCO_val2014_000000289714,1,0.6159742301064501,0.6700085524846233,-0.05403432237817318
sdxl,coco2014_COCO_val2014_000000293452,1,0.6801265666885881,0.6682102098839598,0.011916356804628214
sdxl,coco2014_COCO_val2014_000000304305,1,0.702560689402646,0.6638546321046903,0.03870605729795573
sdxl,coco2014_COCO_val2014_000000304964,1,0.6355963338370431,0.6705187503162297,-0.03492241647918659
sdxl,coco2014_COCO_val2014_000000313399,1,0.6560360161361688,0.668021745851447,-0.011985729715278226
sdxl,coco2014_COCO_val2014_000000328818,1,0.5549559074008658,0.6687680120952566,-0.11381210469439085
sdxl,coco2014_COCO_val2014_000000341118,1,0.6131305404220254,0.6729262753601433,-0.05979573493811785
sdxl,coco2014_COCO_val2014_000000371529,1,0.6774588530732863,0.6854894756684884,-0.008030622595202042
sdxl,coco2014_COCO_val2014_000000377427,1,0.5965561599692136,0.6478616579895686,-0.051305498020355
sdxl,coco2014_COCO_val2014_000000389308,1,0.5964602438380291,0.6627104119224423,-0.0662501680844132
sdxl,coco2014_COCO_val2014_000000389869,1,0.654442764391227,0.6697994583522597,-0.015356693961032786
sdxl,coco2014_COCO_val2014_000000396676,1,0.6013637673118348,0.6586466245077374,-0.05728285719590254
sdxl,coco2014_COCO_val2014_000000397628,1,0.5804871997933108,0.6629425403250632,-0.08245534053175241
sdxl,coco2014_COCO_val2014_000000417339,1,0.7122155027815967,0.6661026537599695,0.04611284902162727
sdxl,coco2014_COCO_val2014_000000417373,1,0.5674932280215277,0.6581566713890339,-0.0906634433675062
sdxl,coco2014_COCO_val2014_000000438505,1,0.6440188731737835,0.6671800363407897,-0.023161163167006227
sdxl,coco2014_COCO_val2014_000000454478,1,0.5959674102536158,0.6707807478048526,-0.07481333755123687
sdxl,coco2014_COCO_val2014_000000468778,1,0.5935246321890375,0.6485425032446356,-0.05501787105559808
sdxl,coco2014_COCO_val2014_000000474465,1,0.6797676939111061,0.6739424007484385,0.005825293162667666
sdxl,coco2014_COCO_val2014_000000482242,1,0.6111183470016435,0.6366911919817687,-0.025572844980125242
sdxl,coco2014_COCO_val2014_000000492271,1,0.6535606790921942,0.6613110335833609,-0.007750354491166678
sdxl,coco2014_COCO_val2014_000000500316,1,0.6882073246499615,0.6632019555085445,0.025005369141416933
sdxl,coco2014_COCO_val2014_000000508167,1,0.6395147376235558,0.6510770325558426,-0.011562294932286776
sdxl,coco2014_COCO_val2014_000000523517,1,0.6490430126087788,0.6689626587127281,-0.01991964610394925
sdxl,coco2014_COCO_val2014_000000532983,1,0.5915022271104545,0.6649058031914465,-0.07340357608099202
sdxl,coco2014_COCO_val2014_000000552979,1,0.6878678303618495,0.6806245792930762,0.0072432510687733265
sdxl,coco2014_COCO_val2014_000000556130,1,0.6020567260490263,0.6598385087774526,-0.05778178272842638
sdxl,coco2014_COCO_val2014_000000579673,1,0.6657515533161285,0.6530496166348183,0.012701936681310144
pixart_dit,coco2014_COCO_val2014_000000313399,0,0.7832952504615739,0.7177166262279988,0.06557862423357508
pixart_dit,coco2014_COCO_val2014_000000396676,0,0.5626144992785118,0.633333797804297,-0.07071929852578518
pixart_dit,coco2014_COCO_val2014_000000068005,0,0.7006578101638927,0.6652896942651818,0.03536811589871092
pixart_dit,coco2014_COCO_val2014_000000025138,0,0.6097388197404313,0.6627459869639402,-0.053007167223508844
pixart_dit,coco2014_COCO_val2014_000000087581,0,0.5989584766177456,0.6252758149598189,-0.026317338342073282
pixart_dit,coco2014_COCO_val2014_000000523517,0,0.5946628866969766,0.6027189974152761,-0.00805611071829948
pixart_dit,coco2014_COCO_val2014_000000107839,0,0.8690237781915927,0.7321215490178303,0.13690222917376238
pixart_dit,coco2014_COCO_val2014_000000125997,0,0.6709812824496445,0.6979285267885225,-0.026947244338877963
pixart_dit,coco2014_COCO_val2014_000000304964,0,0.6227175803734228,0.674718562664028,-0.052000982290605124
pixart_dit,coco2014_COCO_val2014_000000474465,0,0.5847021985301841,0.6050068586359855,-0.020304660105801342
pixart_dit,coco2014_COCO_val2014_000000214363,0,0.5279173100020635,0.6652489168800513,-0.13733160687798773
pixart_dit,coco2014_COCO_val2014_000000207239,0,0.6684098104258578,0.6895971690845628,-0.021187358658705024
pixart_dit,coco2014_COCO_val2014_000000552979,0,0.8644167247671953,0.6225689333491822,0.24184779141801316
pixart_dit,coco2014_COCO_val2014_000000482242,0,0.5785316928604066,0.6473478501511831,-0.0688161572907765
pixart_dit,coco2014_COCO_val2014_000000061897,0,0.6116889001367881,0.6246484079670676,-0.012959507830279438
pixart_dit,coco2014_COCO_val2014_000000263073,0,0.9588317967058173,0.6838791684505935,0.2749526282552238
pixart_dit,coco2014_COCO_val2014_000000275751,0,0.6821946293031069,0.6601110546080624,0.022083574695044517
pixart_dit,coco2014_COCO_val2014_000000112820,0,0.5654007202725201,0.6282530870209743,-0.06285236674845418
pixart_dit,coco2014_COCO_val2014_000000492271,0,0.5678016194893594,0.6525076334083325,-0.08470601391897314
pixart_dit,coco2014_COCO_val2014_000000097967,0,0.6710869036042993,0.6632645573087936,0.007822346295505711
pixart_dit,coco2014_COCO_val2014_000000064779,0,0.8025673698296972,0.6974283411814158,0.1051390286482814
pixart_dit,coco2014_COCO_val2014_000000532983,0,0.6311421575767583,0.6422370295120887,-0.01109487193533043
pixart_dit,coco2014_COCO_val2014_000000454478,0,0.7089631485142713,0.6494312713428249,0.05953187717144648
pixart_dit,coco2014_COCO_val2014_000000241867,0,0.6939611670782369,0.6999151346892015,-0.005953967610964672
pixart_dit,coco2014_COCO_val2014_000000172279,0,0.6567752767387489,0.6206690324911256,0.03610624424762332
pixart_dit,coco2014_COCO_val2014_000000417373,0,0.5948603082569871,0.6538097780135987,-0.05894946975661164
