generator,stage,n_features,grouped_cv_auroc,ci_lo,ci_hi
sdxl,vae,3,0.8549166666666667,0.7875000000000001,0.9127847222222223
sdxl,score,2,0.7288055555555556,0.6547222222222222,0.8050138888888888
sdxl,trajectory,2,0.7946944444444445,0.7085972222222223,0.8683472222222222
sdxl,roundtrip,3,0.8255000000000001,0.7555555555555555,0.8955625
