feature,family,coef,univariate_auroc,univariate_auroc_direction_free,paired_cohens_d,frac_pairs_fake_higher,sign_stability,boot_coef_std,boot_coef_iqr,boot_ci_lo,boot_ci_hi,abs_coef,abs_coef_rank,sign
rich_guidance_t2_median,rich_guidance_moments,-0.23877913542401244,0.46444444444444444,0.5355555555555556,-0.1125477527270724,0.4166666666666667,0.996,0.05420977264619223,0.07780386474549572,-0.2503441170850223,-0.04240300066848552,0.23877913542401244,1,-1
rich_guidance_t4_mean,rich_guidance_moments,0.21152449189248215,0.6227777777777778,0.6227777777777778,0.23600894809193657,0.6,0.98,0.06612648732002553,0.09181368956540746,0.0050780785246630515,0.2519752093803777,0.21152449189248215,2,1
rich_guidance_t0_skew,rich_guidance_moments,0.20324776710872766,0.5175,0.5175,0.09756853641307633,0.48333333333333334,0.95,0.06618523591605291,0.09361788579868387,-0.02988946296214768,0.2278715371688872,0.20324776710872766,3,1
rich_guidance_t4_skew,rich_guidance_moments,0.19328233703427591,0.5941666666666666,0.5941666666666666,0.28527111185260423,0.5833333333333334,0.992,0.05416309892413822,0.07432377192449595,0.01610918421572736,0.22980153614447285,0.19328233703427591,4,1
rich_score_t5_nearzero,rich_score_moments,-0.19254244847742036,0.4801388888888889,0.5198611111111111,-0.036439067135183516,0.5,0.976,0.056953496006889336,0.08066204824829917,-0.21938972872948873,-0.004437439589749596,0.19254244847742036,5,-1
rich_guidance_t5_median,rich_guidance_moments,0.18879194734444676,0.5955555555555556,0.5955555555555556,0.18719066143418925,0.5666666666666667,0.98,0.0557157111254742,0.07766021842564004,0.002465725018950369,0.2242394500406631,0.18879194734444676,6,1
rich_guidance_t3_median,rich_guidance_moments,-0.17669106352398928,0.49694444444444447,0.5030555555555556,-0.061737227168201333,0.5333333333333333,0.944,0.05869246132481785,0.078223486155687,-0.20218786967733923,0.02339661759924489,0.17669106352398928,7,-1
rich_score_t0_mean,rich_score_moments,-0.16148239198309258,0.42611111111111105,0.5738888888888889,-0.17680615265796343,0.4666666666666667,0.986,0.059532598398014704,0.08575862932287485,-0.24417505739563095,-0.01455117549671851,0.16148239198309258,8,-1
rich_score_t3_nearzero,rich_score_moments,-0.1522397385037417,0.5480555555555555,0.5480555555555555,0.13141930204110708,0.5666666666666667,0.886,0.06454969237674335,0.08828778277818042,-0.20714905505814246,0.03764520857888109,0.1522397385037417,9,-1
rich_latent_step_t5,rich_latent_geometry,-0.1492460038022385,0.43083333333333335,0.5691666666666666,-0.2675548924697512,0.45,1.0,0.019843023199669005,0.028252282854242583,-0.1513777723050265,-0.07489276798159593,0.1492460038022385,10,-1
rich_score_t0_kurtosis,rich_score_moments,0.1438660011442752,0.528611111111111,0.528611111111111,0.20119350532782523,0.5166666666666667,0.922,0.06281713297407229,0.08544517182454342,-0.029746165308305723,0.19672447913136895,0.1438660011442752,11,1
rich_latent_t4_nearzero,rich_latent_typicality,-0.14316468112832595,0.501388888888889,0.501388888888889,0.004085288173729685,0.48333333333333334,0.91,0.06323144635163364,0.0846221713400678,-0.20626565283862225,0.04343240022586831,0.14316468112832595,12,-1
rich_guidance_t1_kurtosis,rich_guidance_moments,-0.1387938578974178,0.4638888888888889,0.5361111111111111,-0.04502794281093793,0.5,1.0,0.049883254537607724,0.0692794587106589,-0.2299097596167761,-0.040476738889770804,0.1387938578974178,13,-1
rich_latent_step_slope,rich_latent_geometry,-0.13744417789533556,0.455,0.5449999999999999,-0.17568940888671056,0.45,1.0,0.016678892602322984,0.023544544672729997,-0.13348885632498086,-0.06792362298811053,0.13744417789533556,14,-1
rich_guidance_dz_orthfrac_t4,rich_alignment,-0.13621131746349982,0.44027777777777777,0.5597222222222222,-0.23593786162446231,0.43333333333333335,0.948,0.05298610629079859,0.06734582567692939,-0.19380283127139775,0.01574197168024986,0.13621131746349982,15,-1
rich_latent_step_late,rich_latent_geometry,-0.1357410824866991,0.43472222222222223,0.5652777777777778,-0.24874731151120102,0.45,1.0,0.015562603297798015,0.022214890058945932,-0.13133168393683992,-0.07015337421249639,0.1357410824866991,16,-1
rich_guidance_t3_skew,rich_guidance_moments,-0.13372563188719616,0.4322222222222223,0.5677777777777777,-0.11108733051978582,0.45,0.888,0.0642076723227549,0.084168621647469,-0.2072731023789839,0.04519977167612809,0.13372563188719616,17,-1
rich_guidance_t1_maxabs,rich_guidance_moments,-0.1310632475894266,0.41388888888888886,0.5861111111111111,-0.22827466706589844,0.4166666666666667,0.996,0.03489360349325252,0.04823327720273775,-0.15112442643480112,-0.017895676154716347,0.1310632475894266,18,-1
rich_guidance_dz_orthfrac_t2,rich_alignment,0.12955217915772244,0.5991666666666666,0.5991666666666666,0.2474600608783043,0.5333333333333333,0.842,0.060155647729191956,0.08883394664562819,-0.06223922139175996,0.1634732879856002,0.12955217915772244,19,1
rich_latent_step_t3,rich_latent_geometry,-0.12798434247003954,0.4227777777777778,0.5772222222222222,-0.29756345663437533,0.45,1.0,0.015560847174340108,0.022840606944862424,-0.12435348488343335,-0.06760837415880337,0.12798434247003954,20,-1
rich_latent_t2_nearzero,rich_latent_typicality,0.12636423145714748,0.6277777777777778,0.6277777777777778,0.26412725155850275,0.5833333333333334,0.876,0.06557306066495451,0.09334105883404918,-0.04809905192923887,0.190939032079009,0.12636423145714748,21,1
speed_mean,legacy_geometry,-0.12455705335347769,0.4227777777777778,0.5772222222222222,-0.3325134827647563,0.4166666666666667,1.0,0.013321906857004745,0.01942331760523798,-0.12043944420725072,-0.06959781905447641,0.12455705335347769,22,-1
rich_latent_step_mean,rich_latent_geometry,-0.12455705335347769,0.4227777777777778,0.5772222222222222,-0.3325134827647563,0.4166666666666667,1.0,0.013321906857004745,0.01942331760523798,-0.12043944420725072,-0.06959781905447641,0.12455705335347769,22,-1
path_length,legacy_geometry,-0.12455705335347764,0.4227777777777778,0.5772222222222222,-0.3325134827817648,0.4166666666666667,1.0,0.013321906857004746,0.019423317605237925,-0.12043944420725065,-0.06959781905447641,0.12455705335347764,24,-1
rich_guidance_t1_median,rich_guidance_moments,-0.12342847927165795,0.43166666666666675,0.5683333333333332,-0.11555928553033233,0.38333333333333336,0.916,0.0652572865721759,0.08867310617444707,-0.21703348434221767,0.03238723487417859,0.12342847927165795,25,-1
latent_roundtrip_mse,roundtrip,-0.12340582403358355,0.4241666666666667,0.5758333333333333,-0.10132743241159711,0.38333333333333336,0.938,0.05230260052787487,0.06748162197727212,-0.1870800710596848,0.014853336671903484,0.12340582403358355,26,-1
rich_guidance_t5_mean,rich_guidance_moments,0.12260195398178117,0.5394444444444445,0.5394444444444445,0.11500077734405019,0.5,0.9,0.06473817732895648,0.08872190088078763,-0.042285296746846286,0.20813456484641252,0.12260195398178117,27,1
rich_latent_step_t4,rich_latent_geometry,-0.12173808799684675,0.44333333333333325,0.5566666666666668,-0.22925753244835934,0.45,1.0,0.01396927610069897,0.01944897685334601,-0.11716605578590518,-0.06417512040209708,0.12173808799684675,28,-1
rich_latent_t3_extreme3,rich_latent_typicality,0.12016315798672733,0.5863888888888888,0.5863888888888888,0.24145474752665277,0.5166666666666667,0.974,0.03445563465072349,0.04733185027785805,-0.0004620519277928291,0.12645402537570588,0.12016315798672733,29,1
rich_latent_step_auc,rich_latent_geometry,-0.11988380186896999,0.4166666666666667,0.5833333333333333,-0.34147731430500694,0.4166666666666667,1.0,0.012795277215412054,0.01806818816413862,-0.11588741867320661,-0.06782299191630324,0.11988380186896999,30,-1
rich_guidance_t5_q75,rich_guidance_moments,0.11646216499084568,0.6409722222222223,0.6409722222222223,0.3695807216008291,0.6333333333333333,0.99,0.03442436804493076,0.04878466804081721,0.013032541308870578,0.14335190363847156,0.11646216499084568,31,1
