generator,stage,n_features,grouped_cv_auroc,ci_lo,ci_hi
pixart_dit,vae,3,0.8760277777777776,0.8102708333333333,0.9380625
pixart_dit,score,2,0.6704166666666665,0.5727708333333332,0.7675277777777777
pixart_dit,trajectory,2,0.6926111111111111,0.6147013888888888,0.7775208333333334
pixart_dit,roundtrip,3,0.8724444444444444,0.8077569444444445,0.9283472222222221
