held_generator,representation,model,n_features,inner_auroc,selected_c,selected_pca,auroc,auprc,balanced_accuracy,tpr_at_1pct_fpr,tpr_at_5pct_fpr,auroc_ci95
DALLE2,spatial_score,family_logistic,30,,0.1,,0.372,0.5256785337994875,0.37,0.24,0.24,"[0.21112219738895985, 0.5497023809523808]"
GLIDE,spatial_score,family_logistic,30,,0.1,,0.792,0.8057729643074076,0.72,0.84,0.84,"[0.6479706349206349, 0.9136078042328042]"
Midjourney,spatial_score,family_logistic,30,,0.1,,0.672,0.7120806390632345,0.59,0.48,0.48,"[0.5274703557312254, 0.8201499999999997]"
SD14,spatial_score,family_logistic,30,,0.01,,0.718,0.7392078704316318,0.655,0.56,0.56,"[0.5419381422924902, 0.8698542016806723]"
SD15,spatial_score,family_logistic,30,,0.1,,0.704,0.7906907762536994,0.6950000000000001,0.64,0.64,"[0.5297619047619048, 0.845679012345679]"
SDXL,spatial_score,family_logistic,30,,0.1,,0.838,0.8986608154372862,0.765,0.68,0.68,"[0.7217831896551724, 0.9460000000000001]"
VQDM,spatial_score,family_logistic,30,,0.1,,0.6940000000000001,0.7870971546902686,0.595,0.64,0.64,"[0.5116612648221344, 0.8340415019762845]"
Wukong,spatial_score,family_logistic,30,,0.1,,0.6759999999999999,0.7287341905255507,0.645,0.64,0.64,"[0.4978706933798467, 0.8251598324514989]"
ADM,frequency_score,family_logistic,36,,0.1,,0.506,0.609001629594827,0.47500000000000003,0.4,0.4,"[0.3278246913580247, 0.6720355731225296]"
BigGAN,frequency_score,family_logistic,36,,0.01,,0.43200000000000005,0.549216390553587,0.465,0.28,0.28,"[0.26784087622903413, 0.6255511463844797]"
DALLE2,frequency_score,family_logistic,36,,0.01,,0.28400000000000003,0.476033544593977,0.35,0.2,0.2,"[0.13362025338545302, 0.45836285425101214]"
GLIDE,frequency_score,family_logistic,36,,0.01,,0.718,0.7862465692976575,0.6499999999999999,0.6,0.6,"[0.5512988142292491, 0.8718674248545571]"
Midjourney,frequency_score,family_logistic,36,,0.01,,0.592,0.6797835241504169,0.515,0.48,0.48,"[0.42254739858906526, 0.7352140568324143]"
SD14,frequency_score,family_logistic,36,,100.0,,0.5660000000000001,0.7025647894889051,0.525,0.6,0.6,"[0.4059714574898785, 0.7520785330261135]"
SD15,frequency_score,family_logistic,36,,0.01,,0.632,0.6547039416179035,0.63,0.56,0.56,"[0.4740920811644496, 0.7926342922310664]"
SDXL,frequency_score,family_logistic,36,,0.01,,0.594,0.5973446620554229,0.54,0.48,0.48,"[0.3970323529411765, 0.7837356701940035]"
VQDM,frequency_score,family_logistic,36,,100.0,,0.5279999999999999,0.655110211432832,0.505,0.56,0.56,"[0.33598293650793654, 0.7105706975772764]"
Wukong,frequency_score,family_logistic,36,,0.01,,0.614,0.7101912517182701,0.565,0.48,0.48,"[0.4526722539403699, 0.7972446236559141]"
ADM,latent_typicality,family_logistic,118,,1.0,,0.61,0.6151752693469947,0.61,0.52,0.52,"[0.43585, 0.775404858299595]"
BigGAN,latent_typicality,family_logistic,118,,10.0,,0.486,0.625439349562278,0.525,0.4,0.4,"[0.3180149711399711, 0.6701834128713214]"
DALLE2,latent_typicality,family_logistic,118,,10.0,,0.47,0.5350570284165814,0.495,0.44,0.44,"[0.2865719827586207, 0.650270061728395]"
GLIDE,latent_typicality,family_logistic,118,,1.0,,0.704,0.808039829848683,0.6950000000000001,0.64,0.64,"[0.5463206627680314, 0.8512669895893579]"
Midjourney,latent_typicality,family_logistic,118,,1.0,,0.706,0.7537824877040651,0.6499999999999999,0.6,0.6,"[0.5100741823695041, 0.8493055555555555]"
SD14,latent_typicality,family_logistic,118,,1.0,,0.79,0.7619196656604932,0.74,0.68,0.68,"[0.6557026758071649, 0.9211744639376218]"
SD15,latent_typicality,family_logistic,118,,1.0,,0.73,0.8482309853220511,0.74,0.68,0.68,"[0.5740002394636016, 0.8765298663324979]"
SDXL,latent_typicality,family_logistic,118,,1.0,,0.622,0.7022553904860218,0.625,0.6,0.6,"[0.44638445793337095, 0.764991704484458]"
VQDM,latent_typicality,family_logistic,118,,1.0,,0.788,0.8403942324169005,0.72,0.64,0.64,"[0.646, 0.9127204585537919]"
Wukong,latent_typicality,family_logistic,118,,0.1,,0.634,0.6886202839867835,0.585,0.52,0.52,"[0.4525810755336618, 0.769614396823373]"
ADM,cross_timestep,family_logistic,30,,1.0,,0.608,0.6167441088309341,0.55,0.6,0.6,"[0.4258277777777778, 0.7752124230258906]"
BigGAN,cross_timestep,family_logistic,30,,10.0,,0.38,0.5513992499598188,0.4,0.4,0.4,"[0.21330579501915709, 0.5497519841269839]"
DALLE2,cross_timestep,family_logistic,30,,0.01,,0.364,0.5071169382665537,0.405,0.36,0.36,"[0.20828694331983807, 0.5454520399650404]"
GLIDE,cross_timestep,family_logistic,30,,1.0,,0.65,0.673852673232208,0.625,0.6,0.6,"[0.48418972332015814, 0.8190123456790122]"
Midjourney,cross_timestep,family_logistic,30,,0.01,,0.752,0.7837967611096637,0.6499999999999999,0.6,0.6,"[0.5818189775910365, 0.8811285714285714]"
SD14,cross_timestep,family_logistic,30,,0.01,,0.706,0.740437840912237,0.6799999999999999,0.76,0.76,"[0.5670638339920949, 0.8480550607287448]"
SD15,cross_timestep,family_logistic,30,,0.01,,0.77,0.8204783545295056,0.7050000000000001,0.56,0.56,"[0.62585, 0.8934182522283208]"
SDXL,cross_timestep,family_logistic,30,,0.01,,0.5660000000000001,0.6874810187720719,0.6000000000000001,0.4,0.4,"[0.3959814229249012, 0.7378004115226338]"
VQDM,cross_timestep,family_logistic,30,,1.0,,0.672,0.7430243053320826,0.595,0.64,0.64,"[0.5181631578947369, 0.8359691699604742]"
Wukong,cross_timestep,family_logistic,30,,0.01,,0.45399999999999996,0.5706617481683159,0.42500000000000004,0.4,0.4,"[0.288773275862069, 0.6153107280347423]"
ADM,roundtrip_endpoint,family_logistic,8,,0.01,,0.592,0.724736116293539,0.525,0.4,0.4,"[0.41383518518518525, 0.7342238095238095]"
BigGAN,roundtrip_endpoint,family_logistic,8,,0.01,,0.6839999999999999,0.7487022718182428,0.595,0.44,0.44,"[0.5254946593261811, 0.8458841128678085]"
DALLE2,roundtrip_endpoint,family_logistic,8,,0.01,,0.508,0.606078276312439,0.52,0.64,0.64,"[0.34140762786596124, 0.6793036936182097]"
GLIDE,roundtrip_endpoint,family_logistic,8,,0.01,,0.6459999999999999,0.683114499053983,0.6599999999999999,0.72,0.72,"[0.4619378542510122, 0.8110381652661064]"
Midjourney,roundtrip_endpoint,family_logistic,8,,0.01,,0.518,0.5834651036151921,0.51,0.52,0.52,"[0.3310218444018731, 0.6840072970507751]"
SD14,roundtrip_endpoint,family_logistic,8,,0.01,,0.786,0.8404872155610283,0.7050000000000001,0.76,0.76,"[0.6448919418589827, 0.9067226720647773]"
SD15,roundtrip_endpoint,family_logistic,8,,0.01,,0.634,0.7292176931931601,0.625,0.6,0.6,"[0.4721388888888889, 0.7731745167202683]"
SDXL,roundtrip_endpoint,family_logistic,8,,0.01,,0.582,0.6736785937407027,0.57,0.44,0.44,"[0.3932175241638157, 0.754990118577075]"
VQDM,roundtrip_endpoint,family_logistic,8,,0.01,,0.5760000000000001,0.7172064432237224,0.605,0.56,0.56,"[0.39771475625823455, 0.7600069811875366]"
Wukong,roundtrip_endpoint,family_logistic,8,,0.01,,0.402,0.5449682775648901,0.42,0.24,0.24,"[0.25291501976284586, 0.5635547619047618]"
