feature,family,paired_d,frac_fake_higher,abs_d
rich_latent_t0_mean,rich_latent_typicality,-0.2084142917027132,0.4,0.2084142917027132
rich_latent_t3_mean,rich_latent_typicality,-0.208099060863054,0.4,0.208099060863054
rich_cond_dz_orthfrac_late,rich_alignment,0.2077483173295384,0.6,0.2077483173295384
rich_score_t5_mean,rich_score_moments,-0.2075786132654739,0.4,0.2075786132654739
rich_latent_t4_mean,rich_latent_typicality,-0.20696252573919546,0.4,0.20696252573919546
rich_guidance_cond_align_mean,rich_alignment,-0.20685713534071706,0.43333333333333335,0.20685713534071706
rich_score_t4_nearzero,rich_score_moments,0.20611755950251587,0.5666666666666667,0.20611755950251587
rich_guidance_t1_rms,rich_guidance_moments,-0.2058751587739563,0.4,0.2058751587739563
guidance_t1,legacy_guidance,-0.20587497950778502,0.4,0.20587497950778502
rich_latent_cumulative_turn,rich_latent_geometry,-0.20525862911035345,0.5,0.20525862911035345
rich_latent_turn_angle_mean,rich_latent_geometry,-0.20525862910803488,0.5,0.20525862910803488
rich_guidance_t1_q05,rich_guidance_moments,0.20385513082650963,0.65,0.20385513082650963
rich_latent_t5_mean,rich_latent_typicality,-0.20368863221853328,0.4,0.20368863221853328
rich_guidance_t0_absmean,rich_guidance_moments,0.2032117984929519,0.55,0.2032117984929519
rich_score_angle_t0,rich_score_dynamics,-0.2025721442810329,0.4,0.2025721442810329
rich_score_angle_max,rich_score_dynamics,-0.2025721442810329,0.4,0.2025721442810329
rich_score_crosscos_0_1,rich_crosstime,0.2021402072068189,0.6,0.2021402072068189
rich_score_consecutive_cos_t0,rich_score_dynamics,0.2021402072068189,0.6,0.2021402072068189
rich_score_consecutive_cos_min,rich_score_dynamics,0.2021402072068189,0.6,0.2021402072068189
rich_score_t2_fft_high_low,rich_score_fft,-0.20190066380260205,0.43333333333333335,0.20190066380260205
rich_score_t0_kurtosis,rich_score_moments,0.20119350532782523,0.5166666666666667,0.20119350532782523
rich_uncond_dz_align_late,rich_alignment,-0.20043204887721203,0.4,0.20043204887721203
rich_cond_uncond_normratio_late,rich_alignment,-0.20036755064975195,0.38333333333333336,0.20036755064975195
rich_guidance_cond_align_middle,rich_alignment,-0.2002823062307508,0.35,0.2002823062307508
rich_score_t4_fft_centroid,rich_score_fft,-0.19967840153107044,0.45,0.19967840153107044
rich_guidance_cond_align_t4,rich_alignment,-0.19926836818192853,0.4,0.19926836818192853
rich_guidance_t0_var,rich_guidance_moments,0.19873713803940693,0.55,0.19873713803940693
rich_guidance_t0_q95,rich_guidance_moments,0.19757985284419183,0.55,0.19757985284419183
rich_guidance_t2_maxabs,rich_guidance_moments,-0.19651272983851772,0.4166666666666667,0.19651272983851772
rich_cond_dz_align_auc,rich_alignment,-0.19624942660004463,0.4,0.19624942660004463
rich_latent_t2_var,rich_latent_typicality,-0.19591702669454134,0.43333333333333335,0.19591702669454134
rich_score_change_std,rich_score_dynamics,-0.1955487477231783,0.4,0.1955487477231783
rich_guidance_t1_q95,rich_guidance_moments,-0.19478117742528203,0.36666666666666664,0.19478117742528203
rich_guidance_t0_q25,rich_guidance_moments,-0.1946028227229348,0.5,0.1946028227229348
rich_cond_dz_orthfrac_t3,rich_alignment,0.19455675400294076,0.65,0.19455675400294076
rich_uncond_dz_align_slope,rich_alignment,-0.19443898459027625,0.38333333333333336,0.19443898459027625
rich_score_t2_nearzero,rich_score_moments,0.19366957767957405,0.5833333333333334,0.19366957767957405
rich_score_crosscos_0_2,rich_crosstime,0.19308621002310258,0.6166666666666667,0.19308621002310258
rich_cond_uncond_cos_mean,rich_alignment,0.19212404037450015,0.6333333333333333,0.19212404037450015
rich_latent_t0_skew,rich_latent_typicality,-0.19196805821538906,0.36666666666666664,0.19196805821538906
rich_score_t3_channel_cv,rich_score_spatial,0.19195458409424943,0.6,0.19195458409424943
rich_latent_t1_skew,rich_latent_typicality,-0.19193166784426166,0.36666666666666664,0.19193166784426166
rich_guidance_t5_kurtosis,rich_guidance_moments,0.19145118244423331,0.48333333333333334,0.19145118244423331
rich_score_t2_channel_cv,rich_score_spatial,0.19105175623257642,0.5833333333333334,0.19105175623257642
rich_guidance_dz_orthfrac_middle,rich_alignment,0.1902987915015861,0.6166666666666667,0.1902987915015861
rich_guidance_cond_align_max,rich_alignment,-0.18953401838765196,0.45,0.18953401838765196
rich_score_crosscos_0_4,rich_crosstime,0.1891887004214692,0.6166666666666667,0.1891887004214692
rich_guidance_dz_align_mean,rich_alignment,-0.18898821831189497,0.4166666666666667,0.18898821831189497
rich_guidance_t0_q75,rich_guidance_moments,0.18865143735347195,0.5166666666666667,0.18865143735347195
rich_guidance_t5_median,rich_guidance_moments,0.18719066143418925,0.5666666666666667,0.18719066143418925
rich_uncond_dz_align_t3,rich_alignment,-0.18701162288025808,0.36666666666666664,0.18701162288025808
rich_cond_dz_align_late,rich_alignment,-0.18473000652791194,0.4166666666666667,0.18473000652791194
rich_uncond_dz_align_auc,rich_alignment,-0.18393178114676884,0.43333333333333335,0.18393178114676884
rich_score_t2_fft_low,rich_score_fft,0.18381228811712969,0.5333333333333333,0.18381228811712969
rich_latent_t5_median,rich_latent_typicality,-0.18149305137112853,0.43333333333333335,0.18149305137112853
rich_latent_t0_rms,rich_latent_typicality,-0.1805680046631606,0.48333333333333334,0.1805680046631606
rich_latent_t1_rms,rich_latent_typicality,-0.18043068823605504,0.48333333333333334,0.18043068823605504
rich_guidance_cond_align_t3,rich_alignment,-0.18039600990896426,0.4,0.18039600990896426
rich_score_t3_kurtosis,rich_score_moments,0.18000737124112698,0.6166666666666667,0.18000737124112698
rich_score_norm_early,rich_score_dynamics,0.1798688246534578,0.6,0.1798688246534578
eps_early,legacy_noise,0.17986880220330173,0.6,0.17986880220330173
rich_dz_crosscos_3_5,rich_crosstime,-0.1786002076642184,0.3333333333333333,0.1786002076642184
rich_cond_dz_align_middle,rich_alignment,-0.17760206307632337,0.38333333333333336,0.17760206307632337
rich_score_t5_channel_cv,rich_score_spatial,0.17738145000662994,0.5833333333333334,0.17738145000662994
rich_score_t0_mean,rich_score_moments,-0.17680615265796343,0.4666666666666667,0.17680615265796343
rich_cond_uncond_cos_min,rich_alignment,0.17670836970624249,0.6,0.17670836970624249
rich_guidance_dz_align_t1,rich_alignment,-0.17669534395658693,0.4166666666666667,0.17669534395658693
rich_cond_dz_align_mean,rich_alignment,-0.17617981033300215,0.4,0.17617981033300215
guidance_mean,legacy_guidance,-0.176069763987552,0.31666666666666665,0.176069763987552
rich_guidance_t1_var,rich_guidance_moments,-0.17594604878700912,0.4,0.17594604878700912
rich_cond_dz_align_slope,rich_alignment,-0.17586169177266311,0.43333333333333335,0.17586169177266311
rich_latent_step_slope,rich_latent_geometry,-0.17568940888671056,0.45,0.17568940888671056
rich_latent_t4_median,rich_latent_typicality,-0.17323071387180464,0.43333333333333335,0.17323071387180464
rich_cond_uncond_cos_std,rich_alignment,-0.17181950004072621,0.38333333333333336,0.17181950004072621
rich_latent_t4_skew,rich_latent_typicality,-0.17139821876408123,0.45,0.17139821876408123
rich_guidance_dz_align_early,rich_alignment,-0.17109806754596807,0.43333333333333335,0.17109806754596807
rich_cond_uncond_normratio_auc,rich_alignment,-0.17084264044838143,0.4,0.17084264044838143
rich_score_t5_fft_high_low,rich_score_fft,-0.1705416548060331,0.4166666666666667,0.1705416548060331
rich_score_t0_v_autocorr,rich_score_spatial,0.1704990101419731,0.5833333333333334,0.1704990101419731
rich_cond_uncond_cos_t4,rich_alignment,-0.1703410493420112,0.4666666666666667,0.1703410493420112
rich_uncond_dz_align_mean,rich_alignment,-0.16810273663761122,0.43333333333333335,0.16810273663761122
rich_latent_t3_nearzero,rich_latent_typicality,0.16551064461339607,0.55,0.16551064461339607
rich_guidance_cond_align_t2,rich_alignment,-0.16518579210429465,0.4166666666666667,0.16518579210429465
rich_cond_uncond_normratio_mean,rich_alignment,-0.16466890461807848,0.4,0.16466890461807848
rich_latent_t5_q25,rich_latent_typicality,0.16256551098722047,0.5166666666666667,0.16256551098722047
rich_score_t5_fft_low,rich_score_fft,0.16254390222443788,0.6,0.16254390222443788
rich_guidance_t0_nearzero,rich_guidance_moments,-0.16216527784825832,0.48333333333333334,0.16216527784825832
rich_score_t0_fft_centroid,rich_score_fft,-0.16195308030796124,0.4,0.16195308030796124
rich_score_t5_maxabs,rich_score_moments,0.1613358691724139,0.5666666666666667,0.1613358691724139
rich_score_crosscos_1_5,rich_crosstime,0.1609329068790902,0.5,0.1609329068790902
rich_score_t2_h_autocorr,rich_score_spatial,0.1592268463537837,0.6166666666666667,0.1592268463537837
rich_latent_t2_median,rich_latent_typicality,-0.15816837191596567,0.45,0.15816837191596567
rich_score_t5_channel_pr,rich_score_spatial,-0.15676770540116516,0.4166666666666667,0.15676770540116516
rich_score_t3_median,rich_score_moments,-0.1548634826620121,0.48333333333333334,0.1548634826620121
rich_score_t1_nearzero,rich_score_moments,0.15460264721992267,0.5666666666666667,0.15460264721992267
rich_cond_uncond_cos_t1,rich_alignment,0.15282298552790707,0.6,0.15282298552790707
rich_score_t3_h_autocorr,rich_score_spatial,0.14947582483175187,0.6,0.14947582483175187
rich_score_t4_channel_cv,rich_score_spatial,0.14912026855308255,0.5833333333333334,0.14912026855308255
rich_cond_dz_orthfrac_middle,rich_alignment,0.14837645328501278,0.6166666666666667,0.14837645328501278
rich_latent_t3_median,rich_latent_typicality,-0.14822174069271044,0.45,0.14822174069271044
rich_score_t3_channel_pr,rich_score_spatial,-0.14770677375445226,0.4,0.14770677375445226
rich_uncond_dz_align_middle,rich_alignment,-0.14718269855727778,0.4,0.14718269855727778
rich_guidance_cond_align_t1,rich_alignment,-0.14602348807685583,0.4166666666666667,0.14602348807685583
rich_score_t5_channel_ratio,rich_score_spatial,0.1452845527983215,0.5666666666666667,0.1452845527983215
rich_score_t1_fft_high_low,rich_score_fft,-0.1440473156876658,0.4,0.1440473156876658
rich_score_t3_channel_ratio,rich_score_spatial,0.14245418950814476,0.5166666666666667,0.14245418950814476
rich_latent_t5_maxabs,rich_latent_typicality,0.14216590703936177,0.5333333333333333,0.14216590703936177
rich_score_t1_fft_low,rich_score_fft,0.14182329075279826,0.55,0.14182329075279826
rich_guidance_cond_align_early,rich_alignment,-0.14121618593335689,0.4666666666666667,0.14121618593335689
rich_latent_accel_min,rich_latent_geometry,-0.1400168062043371,0.4666666666666667,0.1400168062043371
rich_cond_uncond_cos_slope,rich_alignment,-0.13918050241477997,0.4166666666666667,0.13918050241477997
rich_score_t2_channel_pr,rich_score_spatial,-0.138617659039388,0.4166666666666667,0.138617659039388
rich_score_t2_channel_ratio,rich_score_spatial,0.13726223189419753,0.5666666666666667,0.13726223189419753
rich_guidance_t0_median,rich_guidance_moments,0.13597518389065624,0.5333333333333333,0.13597518389065624
rich_latent_t1_median,rich_latent_typicality,-0.13546760496605878,0.4,0.13546760496605878
rich_guidance_t0_kurtosis,rich_guidance_moments,0.13466105776274054,0.5666666666666667,0.13466105776274054
rich_latent_t0_median,rich_latent_typicality,-0.13459025707927616,0.4,0.13459025707927616
rich_score_t2_kurtosis,rich_score_moments,0.13451885982185893,0.5666666666666667,0.13451885982185893
rich_score_first_last_cos,rich_score_dynamics,0.13438089793918506,0.6166666666666667,0.13438089793918506
rich_score_crosscos_0_5,rich_crosstime,0.13438089793918506,0.6166666666666667,0.13438089793918506
pixel_roundtrip_mse,roundtrip,-0.13412508458327002,0.45,0.13412508458327002
rich_guidance_cond_align_late,rich_alignment,-0.13407110610762799,0.45,0.13407110610762799
rich_score_t0_fft_mid,rich_score_fft,0.13333557578532776,0.6,0.13333557578532776
rich_score_t0_fft_high,rich_score_fft,-0.1324966680978372,0.45,0.1324966680978372
rich_latent_t0_var,rich_latent_typicality,-0.1317652597709076,0.5166666666666667,0.1317652597709076
rich_latent_t1_var,rich_latent_typicality,-0.13164844080340893,0.5166666666666667,0.13164844080340893
rich_score_t3_nearzero,rich_score_moments,0.13141930204110708,0.5666666666666667,0.13141930204110708
rich_guidance_t1_nearzero,rich_guidance_moments,0.1306754730536818,0.65,0.1306754730536818
rich_cond_dz_orthfrac_auc,rich_alignment,0.13065160574447868,0.6,0.13065160574447868
rich_cond_uncond_normratio_max,rich_alignment,-0.1287330791474202,0.4,0.1287330791474202
rich_guidance_dz_align_t4,rich_alignment,-0.12638672860344063,0.4666666666666667,0.12638672860344063
rich_guidance_t4_kurtosis,rich_guidance_moments,0.1243224581351153,0.6166666666666667,0.1243224581351153
rich_score_t4_channel_pr,rich_score_spatial,-0.12374944126482852,0.4166666666666667,0.12374944126482852
rich_score_relchange_t2,rich_score_dynamics,-0.12352454617932186,0.36666666666666664,0.12352454617932186
rich_score_t1_channel_cv,rich_score_spatial,0.12297583525388939,0.5833333333333334,0.12297583525388939
rich_cond_dz_align_t2,rich_alignment,-0.12134663507967892,0.4,0.12134663507967892
rich_guidance_dz_align_t5,rich_alignment,0.12024761066158812,0.5166666666666667,0.12024761066158812
rich_guidance_dz_align_slope,rich_alignment,0.12007437156466341,0.5833333333333334,0.12007437156466341
rich_cond_uncond_normratio_early,rich_alignment,-0.1198961002021491,0.43333333333333335,0.1198961002021491
rich_cond_dz_orthfrac_max,rich_alignment,0.11942551498606593,0.5833333333333334,0.11942551498606593
rich_guidance_dz_orthfrac_t0,rich_alignment,-0.11926536820495416,0.43333333333333335,0.11926536820495416
rich_guidance_t2_kurtosis,rich_guidance_moments,0.11562311446831701,0.4,0.11562311446831701
rich_guidance_t0_maxabs,rich_guidance_moments,0.11559923470459996,0.5333333333333333,0.11559923470459996
rich_guidance_t1_median,rich_guidance_moments,-0.11555928553033233,0.38333333333333336,0.11555928553033233
rich_guidance_t5_skew,rich_guidance_moments,0.11524448024446048,0.4666666666666667,0.11524448024446048
rich_guidance_t5_mean,rich_guidance_moments,0.11500077734405019,0.5,0.11500077734405019
rich_uncond_dz_align_min,rich_alignment,-0.11397729765953996,0.45,0.11397729765953996
rich_guidance_dz_orthfrac_late,rich_alignment,-0.11333629413577939,0.4166666666666667,0.11333629413577939
rich_cond_uncond_normratio_t2,rich_alignment,-0.11287542845478184,0.43333333333333335,0.11287542845478184
rich_guidance_t2_median,rich_guidance_moments,-0.1125477527270724,0.4166666666666667,0.1125477527270724
rich_score_secondchange_slope,rich_score_dynamics,0.11212375732404199,0.5333333333333333,0.11212375732404199
rich_score_t1_mean,rich_score_moments,-0.11142522887132417,0.48333333333333334,0.11142522887132417
rich_guidance_t3_skew,rich_guidance_moments,-0.11108733051978582,0.45,0.11108733051978582
rich_score_t0_median,rich_score_moments,-0.10907695597401641,0.4666666666666667,0.10907695597401641
rich_guidance_t2_skew,rich_guidance_moments,0.1089936329757296,0.48333333333333334,0.1089936329757296
rich_score_t4_channel_ratio,rich_score_spatial,0.10898467789962972,0.5333333333333333,0.10898467789962972
rich_score_t0_skew,rich_score_moments,0.1087895215507095,0.5166666666666667,0.1087895215507095
rich_cond_dz_orthfrac_t2,rich_alignment,0.10787861573454124,0.6,0.10787861573454124
rich_score_relchange_middle,rich_score_dynamics,-0.1066610193805122,0.4,0.1066610193805122
rich_guidance_t3_mean,rich_guidance_moments,0.1056299007754711,0.5666666666666667,0.1056299007754711
rich_score_consecutive_cos_std,rich_score_dynamics,-0.104460734976658,0.4166666666666667,0.104460734976658
rich_cond_dz_orthfrac_mean,rich_alignment,0.10405930732643419,0.5666666666666667,0.10405930732643419
rich_score_t2_skew,rich_score_moments,0.10318194190810184,0.55,0.10318194190810184
guidance_early,legacy_guidance,-0.10248034279708919,0.4666666666666667,0.10248034279708919
rich_cond_uncond_normratio_t1,rich_alignment,-0.10201915500492255,0.4166666666666667,0.10201915500492255
latent_roundtrip_mse,roundtrip,-0.10132743241159711,0.38333333333333336,0.10132743241159711
rich_score_t4_maxabs,rich_score_moments,0.10090353246494767,0.5666666666666667,0.10090353246494767
rich_score_t5_h_autocorr,rich_score_spatial,0.1000002274182365,0.6166666666666667,0.1000002274182365
rich_dz_crosscos_2_5,rich_crosstime,-0.09898279556123922,0.4666666666666667,0.09898279556123922
rich_cond_dz_orthfrac_early,rich_alignment,-0.09879073928224329,0.5166666666666667,0.09879073928224329
rich_cond_uncond_normratio_middle,rich_alignment,-0.09868772522720096,0.43333333333333335,0.09868772522720096
rich_guidance_t0_skew,rich_guidance_moments,0.09756853641307633,0.48333333333333334,0.09756853641307633
rich_cond_dz_align_t1,rich_alignment,-0.09752694496354984,0.43333333333333335,0.09752694496354984
rich_score_crosscos_3_5,rich_crosstime,-0.09749954710231934,0.45,0.09749954710231934
rich_guidance_dz_orthfrac_slope,rich_alignment,-0.09712861037021736,0.4,0.09712861037021736
rich_guidance_t4_q25,rich_guidance_moments,0.09684706806886731,0.55,0.09684706806886731
rich_latent_t4_q05,rich_latent_typicality,0.09633456220389607,0.5166666666666667,0.09633456220389607
rich_guidance_dz_orthfrac_t1,rich_alignment,0.09594688353965732,0.5333333333333333,0.09594688353965732
rich_latent_t1_q05,rich_latent_typicality,-0.09495228695348625,0.5166666666666667,0.09495228695348625
rich_score_t4_fft_high_low,rich_score_fft,-0.09493048636043235,0.5,0.09493048636043235
rich_dz_crosscos_1_5,rich_crosstime,0.09466719739737481,0.5333333333333333,0.09466719739737481
rich_score_t1_skew,rich_score_moments,0.09379094968608659,0.5666666666666667,0.09379094968608659
rich_latent_t0_q05,rich_latent_typicality,-0.0932337615846705,0.5166666666666667,0.0932337615846705
rich_guidance_cond_align_std,rich_alignment,-0.09145880878058103,0.4,0.09145880878058103
rich_score_t0_h_autocorr,rich_score_spatial,0.09120594572367874,0.55,0.09120594572367874
rich_score_t4_median,rich_score_moments,-0.09115168209746298,0.5166666666666667,0.09115168209746298
rich_uncond_dz_align_t2,rich_alignment,-0.09059585774098716,0.43333333333333335,0.09059585774098716
rich_score_t0_fft_low,rich_score_fft,0.0897975078561044,0.5833333333333334,0.0897975078561044
rich_latent_t5_skew,rich_latent_typicality,-0.08976594092073115,0.4666666666666667,0.08976594092073115
rich_score_secondchange_std,rich_score_dynamics,0.08816950507193419,0.5166666666666667,0.08816950507193419
rich_score_crosscos_2_5,rich_crosstime,0.08707590986978365,0.4666666666666667,0.08707590986978365
rich_score_t4_fft_low,rich_score_fft,0.0867447633134491,0.4666666666666667,0.0867447633134491
rich_guidance_dz_orthfrac_t3,rich_alignment,0.08645751091876035,0.5333333333333333,0.08645751091876035
rich_latent_t4_q25,rich_latent_typicality,0.08591661898058253,0.48333333333333334,0.08591661898058253
rich_cond_dz_orthfrac_t1,rich_alignment,0.0857880462950916,0.5666666666666667,0.0857880462950916
rich_guidance_t4_rms,rich_guidance_moments,0.08556111997054361,0.5,0.08556111997054361
guidance_t4,legacy_guidance,0.08556058081832983,0.5,0.08556058081832983
rich_latent_turn_cos_max,rich_latent_geometry,0.08283031794617245,0.45,0.08283031794617245
rich_guidance_t4_var,rich_guidance_moments,0.07823782209566668,0.5,0.07823782209566668
rich_score_t5_median,rich_score_moments,-0.07809991033937942,0.55,0.07809991033937942
rich_guidance_dz_align_t0,rich_alignment,-0.07775434103697457,0.43333333333333335,0.07775434103697457
rich_cond_dz_align_min,rich_alignment,-0.07751570289065854,0.4166666666666667,0.07751570289065854
rich_score_t1_channel_ratio,rich_score_spatial,0.07683277869385752,0.5333333333333333,0.07683277869385752
rich_cond_uncond_normratio_min,rich_alignment,-0.07673353457604402,0.4666666666666667,0.07673353457604402
rich_guidance_t4_q75,rich_guidance_moments,-0.07512968497891946,0.48333333333333334,0.07512968497891946
rich_cond_uncond_normratio_t0,rich_alignment,-0.07264027130788674,0.43333333333333335,0.07264027130788674
rich_cond_uncond_cos_early,rich_alignment,0.07096989358796682,0.5166666666666667,0.07096989358796682
rich_guidance_cond_align_min,rich_alignment,-0.07040478940587921,0.5166666666666667,0.07040478940587921
rich_latent_t0_q25,rich_latent_typicality,0.07013362727852059,0.55,0.07013362727852059
rich_cond_dz_orthfrac_t5,rich_alignment,0.06951261450490055,0.55,0.06951261450490055
rich_guidance_t4_q95,rich_guidance_moments,0.06881823301660005,0.5,0.06881823301660005
rich_latent_t1_q25,rich_latent_typicality,0.06827692793202904,0.55,0.06827692793202904
rich_guidance_dz_align_min,rich_alignment,-0.06608344106335885,0.45,0.06608344106335885
rich_uncond_dz_align_t1,rich_alignment,-0.06575868469718332,0.43333333333333335,0.06575868469718332
rich_guidance_cond_align_t0,rich_alignment,-0.06490243989730611,0.43333333333333335,0.06490243989730611
rich_guidance_t0_mean,rich_guidance_moments,-0.06443059911102249,0.45,0.06443059911102249
rich_score_t1_fft_entropy,rich_score_fft,-0.06321844249717383,0.45,0.06321844249717383
rich_latent_turn_cos_std,rich_latent_geometry,-0.06268534533838896,0.4166666666666667,0.06268534533838896
rich_guidance_dz_orthfrac_t5,rich_alignment,-0.061817295747883985,0.43333333333333335,0.061817295747883985
rich_guidance_t3_median,rich_guidance_moments,-0.061737227168201333,0.5333333333333333,0.061737227168201333
rich_latent_t3_q25,rich_latent_typicality,0.06074108945091237,0.5166666666666667,0.06074108945091237
rich_cond_uncond_normratio_std,rich_alignment,-0.058650125740658164,0.43333333333333335,0.058650125740658164
rich_latent_t2_q25,rich_latent_typicality,0.05794130405903768,0.55,0.05794130405903768
rich_guidance_dz_align_late,rich_alignment,0.05726026881388414,0.5333333333333333,0.05726026881388414
rich_guidance_t1_skew,rich_guidance_moments,-0.05551287030608438,0.4166666666666667,0.05551287030608438
rich_score_t0_fft_high_low,rich_score_fft,-0.05282126861795704,0.4666666666666667,0.05282126861795704
rich_latent_t5_extreme3,rich_latent_typicality,-0.05239039443972295,0.43333333333333335,0.05239039443972295
rich_cond_uncond_normratio_t3,rich_alignment,-0.05189075229971523,0.4666666666666667,0.05189075229971523
rich_score_t1_h_autocorr,rich_score_spatial,0.05173303160593049,0.6,0.05173303160593049
rich_score_t1_channel_pr,rich_score_spatial,-0.05154395510667453,0.4166666666666667,0.05154395510667453
rich_score_t2_mean,rich_score_moments,0.050305585156120214,0.55,0.050305585156120214
endpoint_skew,endpoint,-0.04832917197731466,0.4666666666666667,0.04832917197731466
rich_score_t2_maxabs,rich_score_moments,-0.047288916001789624,0.45,0.047288916001789624
rich_cond_uncond_cos_t0,rich_alignment,-0.04704651770485629,0.6166666666666667,0.04704651770485629
rich_latent_t2_q05,rich_latent_typicality,-0.04701067435448889,0.5,0.04701067435448889
rich_guidance_t1_kurtosis,rich_guidance_moments,-0.04502794281093793,0.5,0.04502794281093793
rich_uncond_dz_align_t5,rich_alignment,-0.044306470779081834,0.5,0.044306470779081834
rich_score_t4_mean,rich_score_moments,-0.04053335362048986,0.5166666666666667,0.04053335362048986
endpoint_extreme_fraction,endpoint,-0.040149320335112273,0.45,0.040149320335112273
rich_score_t3_fft_entropy,rich_score_fft,-0.03887214933815739,0.5166666666666667,0.03887214933815739
rich_guidance_dz_align_max,rich_alignment,-0.03836087724550403,0.5166666666666667,0.03836087724550403
rich_score_t3_maxabs,rich_score_moments,-0.03756965938680253,0.48333333333333334,0.03756965938680253
rich_guidance_t1_mean,rich_guidance_moments,0.03733509640149872,0.6166666666666667,0.03733509640149872
rich_score_t5_nearzero,rich_score_moments,-0.036439067135183516,0.5,0.036439067135183516
rich_cond_uncond_normratio_t5,rich_alignment,0.036165304088893326,0.5,0.036165304088893326
rich_cond_dz_align_early,rich_alignment,-0.03531164188478315,0.45,0.03531164188478315
rich_latent_turn_angle_min,rich_latent_geometry,-0.034742771232344684,0.55,0.034742771232344684
rich_guidance_t2_mean,rich_guidance_moments,0.03362648093275414,0.48333333333333334,0.03362648093275414
rich_guidance_t3_kurtosis,rich_guidance_moments,0.033163007694830965,0.5666666666666667,0.033163007694830965
rich_guidance_t4_q05,rich_guidance_moments,-0.032723896572455495,0.48333333333333334,0.032723896572455495
rich_score_t3_skew,rich_score_moments,0.029212008251161797,0.5,0.029212008251161797
rich_guidance_dz_orthfrac_auc,rich_alignment,0.0259949614931884,0.48333333333333334,0.0259949614931884
rich_cond_dz_align_t5,rich_alignment,-0.022708216992821523,0.45,0.022708216992821523
rich_score_relchange_t1,rich_score_dynamics,0.021545216989063483,0.55,0.021545216989063483
rich_score_t3_mean,rich_score_moments,-0.020494337254774606,0.5,0.020494337254774606
rich_score_relchange_t3,rich_score_dynamics,0.019584969362330378,0.48333333333333334,0.019584969362330378
rich_score_t5_fft_entropy,rich_score_fft,-0.018382919028685954,0.5666666666666667,0.018382919028685954
rich_latent_t4_extreme3,rich_latent_typicality,0.017968391224948387,0.5333333333333333,0.017968391224948387
rich_guidance_dz_orthfrac_early,rich_alignment,0.017099049004557894,0.4666666666666667,0.017099049004557894
rich_score_t4_skew,rich_score_moments,0.016364297311864822,0.5166666666666667,0.016364297311864822
rich_guidance_cond_align_t5,rich_alignment,-0.015748930138431108,0.5166666666666667,0.015748930138431108
rich_score_t4_h_autocorr,rich_score_spatial,0.0149127467006216,0.55,0.0149127467006216
rich_guidance_dz_align_std,rich_alignment,0.014658174886695376,0.6,0.014658174886695376
rich_guidance_t4_median,rich_guidance_moments,0.014529055332094816,0.48333333333333334,0.014529055332094816
rich_score_t2_fft_entropy,rich_score_fft,-0.013961029787788902,0.48333333333333334,0.013961029787788902
rich_guidance_t4_absmean,rich_guidance_moments,0.013387800754877563,0.5,0.013387800754877563
rich_score_t5_skew,rich_score_moments,-0.013094013064387637,0.4666666666666667,0.013094013064387637
rich_guidance_dz_orthfrac_mean,rich_alignment,-0.01308395075787327,0.5166666666666667,0.01308395075787327
rich_score_t1_kurtosis,rich_score_moments,-0.008938780860466117,0.4666666666666667,0.008938780860466117
rich_score_t4_fft_entropy,rich_score_fft,0.0069320317720644245,0.5666666666666667,0.0069320317720644245
rich_latent_t3_q05,rich_latent_typicality,-0.0063021176221146075,0.5,0.0063021176221146075
rich_uncond_dz_align_early,rich_alignment,-0.0055176292488466365,0.4666666666666667,0.0055176292488466365
rich_guidance_dz_orthfrac_min,rich_alignment,-0.0042913927802037425,0.48333333333333334,0.0042913927802037425
rich_latent_t4_nearzero,rich_latent_typicality,0.004085288173729685,0.48333333333333334,0.004085288173729685
rich_guidance_dz_orthfrac_max,rich_alignment,0.0033396015749487147,0.5166666666666667,0.0033396015749487147
rich_guidance_t4_nearzero,rich_guidance_moments,0.002168549831260001,0.5166666666666667,0.002168549831260001
rich_latent_turn_angle_std,rich_latent_geometry,0.0017719580287299127,0.45,0.0017719580287299127
rich_score_angle_std,rich_score_dynamics,0.0016131008490254213,0.4166666666666667,0.0016131008490254213
rich_score_t0_fft_entropy,rich_score_fft,0.00128095276977485,0.5,0.00128095276977485
rich_guidance_cond_align_slope,rich_alignment,-0.0011949005941561393,0.5333333333333333,0.0011949005941561393
rich_cond_uncond_normratio_slope,rich_alignment,-0.0006731229556267655,0.5,0.0006731229556267655
rich_guidance_dz_orthfrac_std,rich_alignment,-0.000243199928390656,0.5166666666666667,0.000243199928390656
